"inverse_data","week_day","hour","state","road_id","km","city","cause_of_accident","type_of_accident","victims_condition","weather_timestamp","road_direction","wheather_condition","road_type","road_delineation","people","deaths","slightly_injured","severely_injured","uninjured","ignored","total_injured","vehicles_involved","latitude","longitude","regional","police_station"
"2017-02-13","monday","17:00:00","PR","376","240,7","APUCARANA","Incompatible velocity","Overturn","Without victims","Day","Increasing","Rainy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.358682e+01","-5.147770e+01","SPRF-PR","DEL07-PR"
"2017-02-13","monday","17:15:00","PA","230","73","SAO DOMINGOS DO ARAGUAIA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Decreasing","Cloudy","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-5.487400e+00","-4.874090e+01","SPRF-PA","DEL03-PA"
"2017-02-13","monday","19:00:00","PR","369","85","CORNELIO PROCOPIO","Slippery track","Run-off-road","Without victims","Day","Increasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.317358e+01","-5.061466e+01","SPRF-PR","DEL07-PR"
"2017-02-13","monday","18:45:00","MT","163","678","LUCAS DO RIO VERDE","The driver passed the next car improperly","Overturn","Without victims","Sunset","Decreasing","Ignored","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.312437e+01","-5.595946e+01","SPRF-MT","DEL06-MT"
"2017-02-13","monday","20:00:00","PE","232","100,4","BEZERROS","Pedestrian's lack of attention","Pedestrian collision","With injured victims","Night","Increasing","Clear sky","Double","Straight"," 3"," 0"," 0"," 1"," 2"," 0"," 1"," 1","-8.240632e+00","-3.574915e+01","SPRF-PE","DEL01-PE"
"2017-02-13","monday","17:00:00","RO","364","57,6","VILHENA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Sunset","Increasing","Fog","Simple","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-1.252025e+01","-6.040972e+01","SPRF-RO","DEL04-RO"
"2017-02-13","monday","20:00:00","RS","158","181,6","CRUZ ALTA","Road's defect","Run-off-road","Without victims","Sunset","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.851412e+01","-5.355331e+01","SPRF-RS","DEL10-RS"
"2017-02-13","monday","20:15:00","MS","163","525,1","JARAGUARI","Alcohol consumption","Rear-end collision","Without victims","Night","Decreasing","Clear sky","Simple","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.011100e+01","-5.444402e+01","SPRF-MS","DEL01-MS"
"2017-02-13","monday","21:55:00","PR","476","100","BOCAIUVA DO SUL","Driver's lack of attention to conveyance","Run-off-road","Without victims","Night","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.525565e+01","-4.914204e+01","SPRF-PR","DEL01-PR"
"2017-02-13","monday","21:00:00","MS","163","329,2","RIO BRILHANTE","Driver's lack of attention to conveyance","Broadside collision","With dead victims","Night","Decreasing","Cloudy","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-2.173431e+01","-5.451263e+01","SPRF-MS","DEL02-MS"
"2017-02-13","monday","15:10:00","BA","407","23","JUAZEIRO","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Increasing","Sunny","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-9.592118e+00","-4.042136e+01","SPRF-BA","DEL04-BA"
"2017-02-13","monday","21:00:00","BA","116","779","PLANALTO","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-1.467430e+01","-4.049390e+01","SPRF-BA","DEL08-BA"
"2017-02-13","monday","10:20:00","SC","153","43,5","VARGEM BONITA","Driver's lack of attention to conveyance","Head-on collision","With dead victims","Day","Decreasing","Cloudy","Simple","Curve"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 2","-2.687758e+01","-5.175288e+01","SPRF-SC","DEL07-SC"
"2017-02-13","monday","23:05:00","MG","381","816,2","CAREACU","Incompatible velocity","Run-off-road","With injured victims","Night","Decreasing","Cloudy","Double","Not Reported"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-2.203880e+01","-4.568564e+01","SPRF-MG","DEL16-MG"
"2017-02-14","tuesday","00:10:00","MG","381","905,5","CAMBUI","Mechanical loss/defect of vehicle","Rear-end collision","With injured victims","Night","Decreasing","Clear sky","Double","Straight"," 4"," 0"," 0"," 1"," 3"," 0"," 1"," 3","-2.266205e+01","-4.609015e+01","SPRF-MG","DEL16-MG"
"2017-02-14","tuesday","01:00:00","PR","116","84","PIRAQUARA","Driver was sleeping","Overturn","With injured victims","Night","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.544860e+01","-4.909040e+01","SPRF-PR","DEL01-PR"
"2017-02-14","tuesday","00:20:00","MG","381","905,6","CAMBUI","Incompatible velocity","Rear-end collision","With dead victims","Night","Decreasing","Clear sky","Double","Temporary Detour","13"," 1"," 1"," 1","10"," 0"," 2"," 8","-2.266288e+01","-4.609072e+01","SPRF-MG","DEL16-MG"
"2017-02-14","tuesday","04:00:00","SP","116","226","GUARULHOS","Driver's lack of attention to conveyance","Overturn","Without victims","Night","Decreasing","Clear sky","Multiple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.349320e+01","-4.655170e+01","SPRF-SP","DEL01-SP"
"2017-02-14","tuesday","03:00:00","RS","101","41,8","TERRA DE AREIA","Driver was sleeping","Run-off-road","Without victims","Night","Increasing","Clear sky","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.955337e+01","-5.003512e+01","SPRF-RS","DEL03-RS"
"2017-02-14","tuesday","04:50:00","MG","381","541,1","ITATIAIUCU","Animals on the road","Animal collision","Without victims","Night","Decreasing","Clear sky","Double","Not Reported"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 4","-2.023443e+01","-4.440451e+01","SPRF-MG","DEL04-MG"
"2017-02-14","tuesday","03:00:00","SE","101","26","MURIBECA","Driver was sleeping","Overturn","With injured victims","Night","Decreasing","Cloudy","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.040940e+01","-3.691950e+01","SPRF-SE","DEL02-SE"
"2017-02-14","tuesday","05:30:00","SP","116","230","SAO PAULO","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Sunrise","Increasing","Clear sky","Multiple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.351735e+01","-4.658094e+01","SPRF-SP","DEL01-SP"
"2017-02-14","tuesday","06:38:00","RJ","116","94","GUAPIMIRIM","Mechanical loss/defect of vehicle","Rollover","With dead victims","Day","Increasing","Clear sky","Simple","Straight"," 3"," 1"," 0"," 2"," 0"," 0"," 2"," 1","-2.247760e+01","-4.299570e+01","SPRF-RJ","DEL04-RJ"
"2017-02-14","tuesday","06:40:00","ES","262","104,9","VENDA NOVA DO IMIGRANTE","Driver broke the laws of transit","Run-off-road","With injured victims","Sunrise","Decreasing","Drizzle","Simple","Intersection"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.032774e+01","-4.113336e+01","SPRF-ES","DEL01-ES"
"2017-02-14","tuesday","06:50:00","GO","153","240","SAO LUIZ DO NORTE","The driver passed the next car improperly","Head-on collision","With dead victims","Sunrise","Increasing","Cloudy","Simple","Not Reported"," 7"," 1"," 0"," 4"," 2"," 0"," 4"," 3","-1.483940e+01","-4.930970e+01","SPRF-GO","DEL07-GO"
"2017-01-29","sunday","14:20:00","RS","386","435,7","NOVA SANTA RITA","Driver broke the laws of transit","Broadside collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 5"," 0"," 1"," 0"," 2"," 2"," 1"," 2","-2.984804e+01","-5.127103e+01","SPRF-RS","DEL04-RS"
"2017-02-14","tuesday","07:35:00","MG","40","507,3","RIBEIRAO DAS NEVES","Driver's lack of attention to conveyance","Head-on collision","Without victims","Day","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.975593e+01","-4.414063e+01","SPRF-MG","DEL02-MG"
"2017-02-14","tuesday","00:30:00","MG","381","350","JOAO MONLEVADE","Driver's lack of attention to conveyance","Run-off-road","Without victims","Night","Decreasing","Cloudy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.986113e+01","-4.311789e+01","SPRF-MG","DEL03-MG"
"2017-02-14","tuesday","08:05:00","PR","277","366,6","GUARAPUAVA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Rainy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.542239e+01","-5.166612e+01","SPRF-PR","DEL03-PR"
"2017-02-14","tuesday","08:20:00","PR","116","109","CURITIBA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Increasing","Cloudy","Double","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-2.556450e+01","-4.925060e+01","SPRF-PR","DEL01-PR"
"2017-02-14","tuesday","07:30:00","PA","230","113,5","MARABA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Decreasing","Clear sky","Simple","Intersection"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 3","-5.364163e+00","-4.906814e+01","SPRF-PA","DEL03-PA"
"2017-02-14","tuesday","07:50:00","RS","290","384,1","SANTA MARGARIDA DO SUL","The driver passed the next car improperly","Run-off-road","Without victims","Day","Decreasing","Clear sky","Simple","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-3.034820e+01","-5.399253e+01","SPRF-RS","DEL09-RS"
"2017-02-14","tuesday","07:53:00","PE","101","67,9","RECIFE","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Cloudy","Multiple","Not Reported"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 2","-8.049660e+00","-3.494565e+01","SPRF-PE","DEL01-PE"
"2017-02-14","tuesday","08:50:00","DF","60","6,3","BRASILIA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Sunny","Double","Straight"," 5"," 0"," 1"," 0"," 4"," 0"," 1"," 2","-1.589914e+01","-4.811551e+01","SPRF-DF","DEL01-DF"
"2017-02-14","tuesday","08:00:00","TO","153","392","RIO DOS BOIS","Driver's lack of attention to conveyance","Overturn","Without victims","Day","Decreasing","Cloudy","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-9.339800e+00","-4.853510e+01","SPRF-TO","DEL02-TO"
"2017-02-08","wednesday","04:30:00","SC","280","223","TRES BARRAS","Driver was sleeping","Broadside collision","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.617550e+01","-5.028930e+01","SPRF-SC","DEL06-SC"
"2017-02-14","tuesday","07:55:00","MG","135","660,3","CURVELO","Incompatible velocity","Overturn","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.909297e+01","-4.454682e+01","SPRF-MG","DEL02-MG"
"2017-02-14","tuesday","09:30:00","SP","116","125","CACAPAVA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Increasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.309670e+01","-4.568290e+01","SPRF-SP","DEL06-SP"
"2017-02-14","tuesday","08:50:00","PE","104","81,2","AGRESTINA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Sunny","Simple","Straight"," 5"," 0"," 0"," 0"," 5"," 0"," 0"," 5","-8.409984e+00","-3.596929e+01","SPRF-PE","DEL02-PE"
"2017-02-14","tuesday","08:00:00","AL","101","215","SAO SEBASTIAO","Road's defect","Overturn","With injured victims","Day","Decreasing","Clear sky","Double","Bridge"," 2"," 0"," 2"," 0"," 0"," 0"," 2"," 1","-1.003846e+01","-3.664329e+01","SPRF-AL","DEL02-AL"
"2017-02-14","tuesday","08:05:00","RO","319","63,6","PORTO VELHO","Driver's lack of attention to conveyance","Pedestrian collision","With injured victims","Day","Decreasing","Clear sky","Multiple","Straight"," 4"," 0"," 1"," 1"," 2"," 0"," 2"," 1","-8.762832e+00","-6.388486e+01","SPRF-RO","DEL01-RO"
"2017-02-14","tuesday","10:30:00","RJ","116","124","MAGE","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.266606e+01","-4.310359e+01","SPRF-RJ","DEL04-RJ"
"2017-02-14","tuesday","07:00:00","MG","40","580","ITABIRITO","Incompatible velocity","Collision with fixed object","Without victims","Day","Increasing","Cloudy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.029039e+01","-4.393856e+01","SPRF-MG","DEL01-MG"
"2017-02-14","tuesday","09:40:00","CE","116","16,7","EUSEBIO","Driver's lack of attention to conveyance","Broadside collision","With dead victims","Day","Decreasing","Clear sky","Multiple","Not Reported"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-3.896772e+00","-3.850297e+01","SPRF-CE","DEL01-CE"
"2017-02-14","tuesday","10:43:00","PR","116","102","SAO JOSE DOS PINHAIS","Driver's lack of attention to conveyance","Run-off-road","Without victims","Day","Increasing","Cloudy","Double","Overpass"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.556930e+01","-4.918270e+01","SPRF-PR","DEL01-PR"
"2017-02-14","tuesday","09:50:00","SC","101","401,7","MARACAJA","Driver's lack of attention to conveyance","Overturn","With dead victims","Day","Decreasing","Cloudy","Simple","Straight"," 3"," 1"," 0"," 0"," 1"," 1"," 0"," 2","-2.886577e+01","-4.944755e+01","SPRF-SC","DEL02-SC"
"2017-02-14","tuesday","10:30:00","SP","153","146","PROMISSAO","Driver was sleeping","Side impact collision","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.137850e+01","-4.979110e+01","SPRF-SP","DEL07-SP"
"2017-02-14","tuesday","11:10:00","RS","285","296,4","PASSO FUNDO","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Decreasing","Cloudy","Simple","Intersection"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.823659e+01","-5.242629e+01","SPRF-RS","DEL08-RS"
"2017-02-14","tuesday","11:10:00","SP","116","229,3","GUARULHOS","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Sunny","Multiple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.351264e+01","-4.657576e+01","SPRF-SP","DEL01-SP"
"2017-02-14","tuesday","10:41:00","MT","364","305","JACIARA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Rainy","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.587384e+01","-5.511909e+01","SPRF-MT","DEL02-MT"
"2017-02-14","tuesday","11:10:00","PR","369","524,5","CASCAVEL","Mechanical loss/defect of vehicle","Chain reaction crash (pile-up)","Without victims","Day","Increasing","Rainy","Simple","Intersection"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-2.496475e+01","-5.340514e+01","SPRF-PR","DEL04-PR"
"2017-02-14","tuesday","11:45:00","SC","101","3","GARUVA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Increasing","Sunny","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.600400e+01","-4.887220e+01","SPRF-SC","DEL03-SC"
"2017-02-14","tuesday","06:00:00","MA","222","290","VITORIA DO MEARIM","Slippery track","Run-off-road","With injured victims","Day","Decreasing","Drizzle","Simple","Straight"," 5"," 0"," 1"," 0"," 4"," 0"," 1"," 3","-3.450100e+00","-4.484420e+01","SPRF-MA","DEL02-MA"
"2017-01-25","wednesday","15:00:00","PE","101","90,7","JABOATAO DOS GUARARAPES","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-8.220304e+00","-3.499055e+01","SPRF-PE","DEL01-PE"
"2017-02-14","tuesday","12:35:00","PR","376","182,5","SARANDI","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Drizzle","Double","Straight"," 5"," 0"," 1"," 0"," 4"," 0"," 1"," 5","-2.343523e+01","-5.188157e+01","SPRF-PR","DEL07-PR"
"2017-02-14","tuesday","11:40:00","PR","376","431,5","TIBAGI","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Decreasing","Clear sky","Simple","Curve"," 4"," 0"," 1"," 1"," 2"," 0"," 2"," 3","-2.475377e+01","-5.053433e+01","SPRF-PR","DEL03-PR"
"2017-02-14","tuesday","12:30:00","MG","40","511,9","RIBEIRAO DAS NEVES","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 3"," 0"," 1"," 1"," 1"," 0"," 2"," 2","-1.979907e+01","-4.410332e+01","SPRF-MG","DEL01-MG"
"2017-02-14","tuesday","13:10:00","MG","262","366,8","JUATUBA","Incompatible velocity","Chain reaction crash (pile-up)","Without victims","Day","Increasing","Clear sky","Double","Curve"," 5"," 0"," 0"," 0"," 5"," 0"," 0"," 5","-1.997021e+01","-4.433072e+01","SPRF-MG","DEL01-MG"
"2017-02-14","tuesday","13:35:00","PR","277","351,8","GUARAPUAVA","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Increasing","Rainy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.539898e+01","-5.153703e+01","SPRF-PR","DEL03-PR"
"2017-02-14","tuesday","14:45:00","MG","40","610,5","CONGONHAS","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Sunny","Simple","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.051011e+01","-4.384025e+01","SPRF-MG","DEL05-MG"
"2017-02-14","tuesday","09:00:00","MT","163","573","NOVA MUTUM","Road's defect","Side impact collision","With injured victims","Day","Decreasing","Cloudy","Simple","Straight"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 3","-1.404010e+01","-5.609620e+01","SPRF-MT","DEL01-MT"
"2017-02-14","tuesday","14:00:00","TO","153","441,3","BARROLANDIA","Alcohol consumption","Head-on collision","With dead victims","Day","Increasing","Cloudy","Simple","Not Reported"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-9.729565e+00","-4.869233e+01","SPRF-TO","DEL02-TO"
"2017-01-12","thursday","12:40:00","SC","116","4,5","MAFRA","Driver broke the laws of transit","Broadside collision","With injured victims","Day","Increasing","Clear sky","Simple","Roundabout"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 2","-2.613918e+01","-4.981283e+01","SPRF-SC","DEL06-SC"
"2017-01-21","saturday","08:00:00","MG","459","17,2","CALDAS","Incompatible velocity","Head-on collision","With injured victims","Day","Decreasing","Cloudy","Simple","Curve"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-2.186425e+01","-4.642190e+01","SPRF-MG","DEL09-MG"
"2017-02-14","tuesday","13:10:00","MG","381","451","SABARA","Mechanical loss/defect of vehicle","Collision with fixed object","Without victims","Day","Decreasing","Sunny","Simple","Curve"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-1.983058e+01","-4.384448e+01","SPRF-MG","DEL01-MG"
"2017-02-14","tuesday","15:00:00","SC","101","14,9","GARUVA","Alcohol consumption","Run-off-road","Without victims","Day","Decreasing","Rainy","Double","Straight"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 2","-2.610322e+01","-4.887038e+01","SPRF-SC","DEL03-SC"
"2017-02-14","tuesday","15:10:00","ES","262","123","CONCEICAO DO CASTELO","Slippery track","Side impact collision","With injured victims","Night","Increasing","Rainy","Simple","Curve"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-2.025848e+01","-4.129151e+01","SPRF-ES","DEL01-ES"
"2017-02-14","tuesday","14:45:00","RS","290","343,3","SAO SEPE","Mechanical loss/defect of vehicle","Run-off-road","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-3.036525e+01","-5.361296e+01","SPRF-RS","DEL09-RS"
"2017-01-13","friday","18:20:00","GO","153","504,9","APARECIDA DE GOIANIA","Driver's lack of attention to conveyance","Head-on collision","Without victims","Sunset","Decreasing","Cloudy","Multiple","Straight"," 3"," 0"," 0"," 0"," 2"," 1"," 0"," 2","-1.674641e+01","-4.924038e+01","SPRF-GO","DEL01-GO"
"2017-02-14","tuesday","13:20:00","PR","376","676,1","GUARATUBA","Driver's lack of attention to conveyance","Chain reaction crash (pile-up)","With dead victims","Day","Increasing","Clear sky","Double","Curve","10"," 1"," 3"," 1"," 5"," 0"," 4"," 5","-2.593455e+01","-4.891056e+01","SPRF-PR","DEL01-PR"
"2017-02-14","tuesday","15:40:00","BA","101","157,6","CONCEICAO DO JACUIPE","The driver passed the next car improperly","Head-on collision","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 3"," 0"," 0"," 0"," 2"," 1"," 0"," 2","-1.233414e+01","-3.875329e+01","SPRF-BA","DEL01-BA"
"2017-02-14","tuesday","12:00:00","RO","364","157,8","PIMENTA BUENO","Road's defect","Rear-end collision","With injured victims","Day","Increasing","Ignored","Simple","Not Reported"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-1.193760e+01","-6.096026e+01","SPRF-RO","DEL02-RO"
