"inverse_data","week_day","hour","state","road_id","km","city","cause_of_accident","type_of_accident","victims_condition","weather_timestamp","road_direction","wheather_condition","road_type","road_delineation","people","deaths","slightly_injured","severely_injured","uninjured","ignored","total_injured","vehicles_involved","latitude","longitude","regional","police_station"
"2017-01-12","thursday","15:30:00","PR","376","663","GUARATUBA","Driver's lack of attention to conveyance","Run-off-road","Without victims","Day","Increasing","Cloudy","Double","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.588448e+01","-4.893503e+01","SPRF-PR","DEL01-PR"
"2017-01-12","thursday","15:25:00","SP","116","363,7","MIRACATU","Incompatible velocity","Collision with fixed object","Without victims","Day","Decreasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.413751e+01","-4.727307e+01","SPRF-SP","DEL04-SP"
"2017-01-11","wednesday","22:20:00","PA","222","32","DOM ELISEU","Excessive use of the car's tire","Overturn","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 3"," 0"," 0"," 0"," 1"," 2"," 0"," 3","-4.324900e+00","-4.767470e+01","SPRF-PA","DEL02-PA"
"2017-01-12","thursday","19:40:00","CE","222","81","SAO LUIS DO CURU","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-3.676601e+00","-3.927710e+01","SPRF-CE","DEL04-CE"
"2017-01-12","thursday","20:15:00","PR","369","524","CASCAVEL","Alcohol consumption","Chain reaction crash (pile-up)","Without victims","Day","Increasing","Clear sky","Double","Temporary Detour"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-2.496487e+01","-5.340471e+01","SPRF-PR","DEL04-PR"
"2017-01-12","thursday","20:45:00","GO","153","189","URUACU","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 6"," 0"," 4"," 1"," 1"," 0"," 5"," 2","-1.442695e+01","-4.915701e+01","SPRF-GO","DEL07-GO"
"2017-01-08","sunday","19:30:00","RS","153","44,4","ERECHIM","Alcohol consumption","Side impact collision","With injured victims","Day","Decreasing","Clear sky","Simple","Roundabout"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 2","-2.762185e+01","-5.223744e+01","SPRF-RS","DEL08-RS"
"2017-01-12","thursday","20:00:00","SE","235","30","AREIA BRANCA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Night","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1","-1.078780e+01","-3.728870e+01","SPRF-SE","DEL01-SE"
"2017-01-06","friday","14:15:00","BA","110","374,2","CATU","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Simple","Temporary Detour"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.240226e+01","-3.838186e+01","SPRF-BA","DEL01-BA"
"2017-01-12","thursday","19:00:00","PB","230","346,4","PATOS","Pedestrian's lack of attention","Pedestrian collision","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 6"," 0"," 0"," 1"," 4"," 1"," 1"," 2","-6.969283e+00","-3.735285e+01","SPRF-PB","DEL03-PB"
"2017-01-12","thursday","23:00:00","PR","373","422","CANDOI","Alcohol consumption","Head-on collision","Without victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.572321e+01","-5.221064e+01","SPRF-PR","DEL03-PR"
"2017-01-12","thursday","20:30:00","PR","376","668","GUARATUBA","Mechanical loss/defect of vehicle","Overturn","With dead victims","Night","Increasing","Drizzle","Double","Curve"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 1","-2.586470e+01","-4.893410e+01","SPRF-PR","DEL01-PR"
"2017-01-13","friday","01:00:00","TO","226","44,4","DARCINOPOLIS","Alcohol consumption","Head-on collision","With injured victims","Night","Decreasing","Clear sky","Simple","Temporary Detour"," 6"," 0"," 2"," 2"," 2"," 0"," 4"," 3","-6.754585e+00","-4.778456e+01","SPRF-TO","DEL02-TO"
"2017-01-13","friday","01:00:00","AL","316","204,5","MARIBONDO","Cardiac attack","Head-on collision","With dead victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-9.568518e+00","-3.628813e+01","SPRF-AL","DEL03-AL"
"2017-01-12","thursday","18:30:00","MA","135","8,5","SAO LUIS","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Night","Increasing","Clear sky","Double","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-2.687555e+00","-4.429953e+01","SPRF-MA","DEL01-MA"
"2017-01-13","friday","03:30:00","CE","116","253","ALTO SANTO","Animals on the road","Overturn","Without victims","Sunrise","Decreasing","Clear sky","Simple","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-5.520160e+00","-3.842007e+01","SPRF-CE","DEL05-CE"
"2017-01-13","friday","04:30:00","RJ","101","104","CAMPOS DOS GOYTACAZES","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Night","Decreasing","Cloudy","Double","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.191040e+01","-4.161080e+01","SPRF-RJ","DEL08-RJ"
"2017-01-13","friday","05:50:00","RJ","116","255,3","VOLTA REDONDA","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Sunrise","Decreasing","Cloudy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.258552e+01","-4.405270e+01","SPRF-RJ","DEL07-RJ"
"2017-01-13","friday","05:30:00","GO","153","43","PORANGATU","Driver was sleeping","Head-on collision","With injured victims","Sunrise","Decreasing","Clear sky","Simple","Straight"," 9"," 0"," 1"," 2"," 6"," 0"," 3"," 4","-1.319240e+01","-4.916190e+01","SPRF-GO","DEL07-GO"
"2017-01-13","friday","06:10:00","RJ","393","168","TRES RIOS","Inadequate sinalization of the road","Collision with fixed object","Without victims","Sunrise","Decreasing","Rainy","Simple","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.206043e+01","-4.302906e+01","SPRF-RJ","DEL06-RJ"
"2017-01-13","friday","06:30:00","ES","101","408,3","ITAPEMIRIM","Excessive load/cargo","Cargo spill","Without victims","Sunrise","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.091000e+01","-4.106920e+01","SPRF-ES","DEL03-ES"
"2017-01-13","friday","07:15:00","SC","101","194","BIGUACU","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Double","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.749746e+01","-4.865681e+01","SPRF-SC","DEL01-SC"
"2017-01-12","thursday","22:30:00","MG","40","548","NOVA LIMA","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Night","Decreasing","Rainy","Multiple","Straight"," 2"," 0"," 1"," 0"," 0"," 1"," 1"," 2","-2.003763e+01","-4.396855e+01","SPRF-MG","DEL01-MG"
"2017-01-13","friday","07:30:00","RJ","40","93","PETROPOLIS","Mechanical loss/defect of vehicle","Overturn","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.255295e+01","-4.324916e+01","SPRF-RJ","DEL06-RJ"
"2017-01-13","friday","04:00:00","MA","222","178,5","VARGEM GRANDE","Driver's lack of attention to conveyance","Head-on collision","With injured victims","Sunrise","Increasing","Cloudy","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-3.487740e+00","-4.412914e+01","SPRF-MA","DEL01-MA"
"2017-01-13","friday","06:40:00","AL","423","41,4","INHAPI","Driver was sleeping","Rear-end collision","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-9.235800e+00","-3.764410e+01","SPRF-AL","DEL03-AL"
"2017-01-13","friday","04:20:00","PE","116","19,1","SALGUEIRO","The driver passed the next car improperly","Head-on collision","With injured victims","Night","Increasing","Clear sky","Simple","Curve"," 9"," 0"," 6"," 0"," 3"," 0"," 6"," 2","-8.010181e+00","-3.914241e+01","SPRF-PE","DEL05-PE"
"2017-01-05","thursday","16:30:00","PR","476","29","ADRIANOPOLIS","Incompatible velocity","Head-on collision","With injured victims","Day","Increasing","Rainy","Simple","Curve"," 5"," 0"," 4"," 0"," 1"," 0"," 4"," 2","-2.470725e+01","-4.901036e+01","SPRF-PR","DEL01-PR"
"2017-01-13","friday","09:35:00","SP","116","447,2","REGISTRO","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Increasing","Cloudy","Multiple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.451173e+01","-4.785037e+01","SPRF-SP","DEL05-SP"
"2017-01-13","friday","00:05:00","MG","381","388","BARAO DE COCAIS","Driver was sleeping","Run-off-road","With injured victims","Night","Increasing","Rainy","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.980520e+01","-4.340270e+01","SPRF-MG","DEL01-MG"
"2017-01-13","friday","07:57:00","MG","40","387","CURVELO","Driver was sleeping","Rear-end collision","Without victims","Day","Increasing","Cloudy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.893250e+01","-4.468460e+01","SPRF-MG","DEL02-MG"
"2017-01-13","friday","09:10:00","PA","230","114,9","MARABA","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Increasing","Cloudy","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-5.354733e+00","-4.909221e+01","SPRF-PA","DEL03-PA"
"2017-01-13","friday","10:00:00","SC","470","165","TROMBUDO CENTRAL","The driver passed the next car improperly","Head-on collision","With injured victims","Day","Increasing","Sunny","Simple","Curve"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.727879e+01","-4.983556e+01","SPRF-SC","DEL04-SC"
"2017-01-13","friday","11:55:00","PR","376","667","GUARATUBA","Mechanical loss/defect of vehicle","Collision with fixed object","Without victims","Day","Increasing","Sunny","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.586386e+01","-4.893705e+01","SPRF-PR","DEL01-PR"
"2017-01-13","friday","10:30:00","BA","101","110","ALAGOINHAS","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.215726e+01","-3.840827e+01","SPRF-BA","DEL01-BA"
"2017-01-13","friday","11:30:00","RS","293","271,5","DOM PEDRITO","Animals on the road","Run-off-road","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-3.089324e+01","-5.485456e+01","SPRF-RS","DEL11-RS"
"2017-01-13","friday","11:40:00","MG","116","810,5","ALEM PARAIBA","Static object on the drainage gate","Side impact collision","Without victims","Day","Increasing","Rainy","Simple","Curve"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-2.183523e+01","-4.267987e+01","SPRF-MG","DEL07-MG"
"2017-01-13","friday","11:40:00","PE","101","42,1","IGARASSU","Inadequate sinalization of the road","Side impact collision","Without victims","Day","Decreasing","Clear sky","Multiple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-7.835289e+00","-3.491245e+01","SPRF-PE","DEL01-PE"
"2017-01-13","friday","11:50:00","MG","40","559","NOVA LIMA","Slippery track","Run-off-road","Without victims","Day","Increasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.011961e+01","-4.396799e+01","SPRF-MG","DEL01-MG"
"2017-01-13","friday","12:40:00","SP","116","62,8","GUARATINGUETA","Driver was sleeping","Collision with fixed object","Without victims","Day","Increasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.278481e+01","-4.515251e+01","SPRF-SP","DEL08-SP"
"2017-01-13","friday","12:05:00","AL","104","8,5","SAO JOSE DA LAJE","Mechanical loss/defect of vehicle","Rear-end collision","With dead victims","Day","Increasing","Clear sky","Simple","Curve"," 3"," 1"," 1"," 1"," 0"," 0"," 2"," 2","-8.967234e+00","-3.601683e+01","SPRF-AL","DEL01-AL"
"2017-01-12","thursday","19:20:00","RS","290","257,7","CACHOEIRA DO SUL","Incompatible velocity","Rear-end collision","With injured victims","Day","Increasing","Cloudy","Simple","Straight"," 4"," 0"," 3"," 0"," 1"," 0"," 3"," 2","-3.025395e+01","-5.280012e+01","SPRF-RS","DEL02-RS"
"2017-01-13","friday","14:10:00","PR","116","115","CURITIBA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Intersection"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-2.554372e+01","-4.930297e+01","SPRF-PR","DEL01-PR"
"2017-01-13","friday","10:00:00","MS","267","191,8","NOVA ALVORADA DO SUL","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.159831e+01","-5.387146e+01","SPRF-MS","DEL02-MS"
"2017-01-13","friday","15:50:00","RJ","40","13","TRES RIOS","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Day","Increasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.206530e+01","-4.319601e+01","SPRF-RJ","DEL06-RJ"
"2017-01-13","friday","15:00:00","PE","232","9","RECIFE","Alcohol consumption","Side impact collision","With injured victims","Day","Decreasing","Sunny","Double","Not Reported"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 4","-8.078195e+00","-3.498063e+01","SPRF-PE","DEL01-PE"
"2017-01-13","friday","16:45:00","PR","376","671","GUARATUBA","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Day","Increasing","Clear sky","Double","Temporary Detour"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-2.588710e+01","-4.893470e+01","SPRF-PR","DEL01-PR"
"2017-01-13","friday","16:55:00","SP","116","216","GUARULHOS","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Day","Increasing","Rainy","Multiple","Not Reported"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 3","-2.345227e+01","-4.646757e+01","SPRF-SP","DEL01-SP"
"2017-01-13","friday","14:50:00","PI","343","343,6","TERESINA","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 4","-5.092996e+00","-4.276196e+01","SPRF-PI","DEL01-PI"
"2017-01-13","friday","16:15:00","CE","20","13,5","MARACANAU","Driver's lack of attention to conveyance","Head-on collision","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 3"," 0"," 0"," 1"," 2"," 0"," 1"," 2","-3.843862e+00","-3.858390e+01","SPRF-CE","DEL02-CE"
"2017-01-13","friday","17:15:00","RS","116","415,7","CRISTAL","Driver's lack of attention to conveyance","Overturn","Without victims","Day","Decreasing","Sunny","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-3.094600e+01","-5.194755e+01","SPRF-RS","DEL02-RS"
"2017-01-13","friday","16:20:00","RN","304","297,7","MACAIBA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Simple","Roundabout"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-5.864346e+00","-3.534590e+01","SPRF-RN","DEL01-RN"
"2017-01-13","friday","17:50:00","MG","381","340","NOVA ERA","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Decreasing","Cloudy","Simple","Straight"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-1.980884e+01","-4.306386e+01","SPRF-MG","DEL03-MG"
"2017-01-13","friday","16:25:00","BA","101","329,5","PRESIDENTE TANCREDO NEVES","Pedestrian's lack of attention","Pedestrian collision","With injured victims","Day","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 0"," 1"," 1"," 1","-1.347029e+01","-3.941840e+01","SPRF-BA","DEL05-BA"
"2017-01-13","friday","18:10:00","PR","277","635","CEU AZUL","Alcohol consumption","Run-off-road","Without victims","Day","Increasing","Rainy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 1","-2.514370e+01","-5.383506e+01","SPRF-PR","DEL05-PR"
"2017-01-13","friday","14:30:00","MG","116","401,1","GOVERNADOR VALADARES","Driver was sleeping","Head-on collision","With injured victims","Day","Decreasing","Cloudy","Simple","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-1.877340e+01","-4.198630e+01","SPRF-MG","DEL06-MG"
"2017-01-13","friday","18:20:00","SP","116","30,7","CRUZEIRO","Slippery track","Overturn","Without victims","Day","Increasing","Cloudy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.263523e+01","-4.493484e+01","SPRF-SP","DEL08-SP"
"2017-01-13","friday","19:00:00","MG","381","930","ITAPEVA","Pedestrian's lack of attention","Pedestrian collision","With injured victims","Day","Increasing","Cloudy","Double","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 1","-2.277872e+01","-4.623977e+01","SPRF-MG","DEL16-MG"
"2017-01-13","friday","10:50:00","MG","381","366,5","JOAO MONLEVADE","Slippery track","Head-on collision","With injured victims","Day","Increasing","Rainy","Simple","Curve"," 8"," 0"," 7"," 0"," 1"," 0"," 7"," 3","-1.985264e+01","-4.324659e+01","SPRF-MG","DEL03-MG"
"2017-01-13","friday","19:00:00","PR","277","106,5","CAMPO LARGO","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.543087e+01","-4.937737e+01","SPRF-PR","DEL01-PR"
"2017-01-12","thursday","17:45:00","SC","116","52,8","PAPANDUVA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Cloudy","Simple","Not Reported"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 2","-2.639260e+01","-5.015288e+01","SPRF-SC","DEL06-SC"
"2017-01-13","friday","20:08:00","PR","373","303,2","MAUA DA SERRA","Incompatible velocity","Rear-end collision","With injured victims","Sunset","Decreasing","Clear sky","Double","Curve"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.389910e+01","-5.122490e+01","SPRF-PR","DEL03-PR"
"2017-01-13","friday","20:00:00","SP","381","14","BRAGANCA PAULISTA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Night","Decreasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.290338e+01","-4.641563e+01","SPRF-SP","DEL03-SP"
"2017-01-13","friday","19:20:00","PE","428","119,2","LAGOA GRANDE","Alcohol consumption","Head-on collision","With dead victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 0"," 0"," 1"," 0"," 2","-8.925076e+00","-4.010075e+01","SPRF-PE","DEL06-PE"
"2017-01-13","friday","21:35:00","RJ","116","78","TERESOPOLIS","Visibility restriction","Fall of vehicle occupant","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-2.235109e+01","-4.294094e+01","SPRF-RJ","DEL04-RJ"
"2017-01-13","friday","22:00:00","RJ","116","301","RESENDE","Alcohol consumption","Rear-end collision","Without victims","Night","Decreasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.245704e+01","-4.440614e+01","SPRF-RJ","DEL07-RJ"
"2017-01-13","friday","22:00:00","PR","487","202","CAMPO MOURAO","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-2.410573e+01","-5.232620e+01","SPRF-PR","DEL04-PR"
"2017-01-13","friday","21:10:00","BA","116","457","SANTO ESTEVAO","Mechanical loss/defect of vehicle","Collision with fixed object","Without victims","Night","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.243673e+01","-3.922357e+01","SPRF-BA","DEL02-BA"
"2017-01-13","friday","20:50:00","RO","364","780","PORTO VELHO","Driver's lack of attention to conveyance","Run-off-road","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-9.187500e+00","-6.424680e+01","SPRF-RO","DEL01-RO"
"2017-01-13","friday","22:30:00","SC","470","215,9","SAO CRISTOVAO DO SUL","Mechanical loss/defect of vehicle","Run-off-road","Without victims","Night","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.730355e+01","-5.025643e+01","SPRF-SC","DEL05-SC"
"2017-01-14","saturday","00:32:00","MG","381","478,9","CONTAGEM","Alcohol consumption","Rear-end collision","With injured victims","Night","Increasing","Cloudy","Double","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-1.996401e+01","-4.404370e+01","SPRF-MG","DEL01-MG"
"2017-01-14","saturday","00:40:00","PR","476","126,1","CURITIBA","Driver's lack of attention to conveyance","Rollover","With injured victims","Night","Increasing","Ignored","Double","Straight"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 2","-2.541649e+01","-4.922321e+01","SPRF-PR","DEL01-PR"
"2017-01-14","saturday","00:20:00","MG","40","300","TRES MARIAS","Incompatible velocity","Run-off-road","Without victims","Night","Increasing","Rainy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.825515e+01","-4.516732e+01","SPRF-MG","DEL14-MG"
"2017-01-14","saturday","01:45:00","MG","135","603","CORINTO","Incompatible velocity","Collision with fixed object","With dead victims","Night","Increasing","Rainy","Simple","Temporary Detour"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-1.860540e+01","-4.445540e+01","SPRF-MG","DEL02-MG"
"2017-01-14","saturday","02:00:00","ES","101","133,4","LINHARES","Driver broke the laws of transit","Head-on collision","With dead victims","Night","Increasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-1.928388e+01","-4.008699e+01","SPRF-ES","DEL04-ES"
"2017-01-13","friday","15:30:00","BA","110","399","SAO SEBASTIAO DO PASSE","The driver passed the next car improperly","Head-on collision","With dead victims","Day","Increasing","Clear sky","Simple","Straight"," 6"," 5"," 0"," 0"," 1"," 0"," 0"," 2","-1.255227e+01","-3.851883e+01","SPRF-BA","DEL01-BA"
"2017-01-14","saturday","03:30:00","SC","470","32","GASPAR","Alcohol consumption","Side impact collision","Without victims","Night","Decreasing","Clear sky","Simple","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.689417e+01","-4.891656e+01","SPRF-SC","DEL04-SC"
"2017-01-13","friday","21:00:00","RO","364","64","VILHENA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Night","Decreasing","Rainy","Simple","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.277026e+01","-6.011590e+01","SPRF-RO","DEL04-RO"
"2017-01-14","saturday","03:50:00","RJ","40","109","DUQUE DE CAXIAS","Driver broke the laws of transit","Head-on collision","With injured victims","Night","Decreasing","Cloudy","Multiple","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-2.267788e+01","-4.328600e+01","SPRF-RJ","DEL01-RJ"
"2017-01-14","saturday","04:00:00","MG","365","142,9","PIRAPORA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Night","Increasing","Rainy","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-1.721983e+01","-4.482089e+01","SPRF-MG","DEL12-MG"
"2017-01-14","saturday","05:00:00","MG","50","187,3","UBERABA","Driver was sleeping","Collision with fixed object","Without victims","Night","Decreasing","Cloudy","Double","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.983318e+01","-4.788513e+01","SPRF-MG","DEL13-MG"
"2017-01-14","saturday","08:30:00","GO","153","89,1","SANTA TEREZA DE GOIAS","Mechanical loss/defect of vehicle","Overturn","Without victims","Day","Decreasing","Sunny","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.355770e+01","-4.906200e+01","SPRF-GO","DEL07-GO"
"2017-01-14","saturday","08:00:00","MG","381","559","ITAGUARA","Incompatible velocity","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 5"," 0"," 4"," 0"," 1"," 0"," 4"," 2","-2.035654e+01","-4.445927e+01","SPRF-MG","DEL04-MG"
"2017-01-14","saturday","04:30:00","MG","381","702,9","LAVRAS","Driver was sleeping","Run-off-road","Without victims","Night","Increasing","Cloudy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.130242e+01","-4.515406e+01","SPRF-MG","DEL04-MG"
"2017-01-14","saturday","04:30:00","BA","110","85,1","JEREMOABO","Driver was sleeping","Run-off-road","With dead victims","Sunrise","Decreasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 1"," 0"," 0"," 1"," 1","-1.013738e+01","-3.829635e+01","SPRF-BA","DEL07-BA"
"2017-01-13","friday","22:40:00","MG","153","90,4","PRATA","Driver's lack of attention to conveyance","Run-off-road","Without victims","Night","Increasing","Cloudy","Simple","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.916138e+01","-4.895877e+01","SPRF-MG","DEL15-MG"
"2017-01-14","saturday","08:05:00","SP","116","499,8","CAJATI","Incompatible velocity","Overturn","Without victims","Day","Increasing","Clear sky","Double","Roundabout"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.478481e+01","-4.818184e+01","SPRF-SP","DEL05-SP"
"2017-01-14","saturday","06:40:00","SP","116","272","TABOAO DA SERRA","Driver was sleeping","Head-on collision","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-2.361506e+01","-4.678839e+01","SPRF-SP","DEL04-SP"
"2017-01-14","saturday","09:20:00","PR","376","672","GUARATUBA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Decreasing","Sunny","Multiple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.590139e+01","-4.892505e+01","SPRF-PR","DEL01-PR"
"2017-01-14","saturday","10:30:00","MG","40","757,1","EWBANK DA CAMARA","Excessive load/cargo","Cargo spill","Without victims","Day","Increasing","Cloudy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.154602e+01","-4.350924e+01","SPRF-MG","DEL05-MG"
"2017-01-14","saturday","03:30:00","BA","242","745","BARREIRAS","Slippery track","Rollover","Without victims","Night","Decreasing","Rainy","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.211874e+01","-4.500000e+01","SPRF-BA","DEL10-BA"
"2017-01-14","saturday","10:40:00","RJ","40","110","DUQUE DE CAXIAS","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Multiple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.268839e+01","-4.328597e+01","SPRF-RJ","DEL01-RJ"
